source,year,month,main_item,item,amount_thousand_try
ministries,2019,10,Genel Bütçeli İdareler,Afet ve Acil Durum Yönetimi Başkanlığı,312643.0
ministries,2019,11,Genel Bütçeli İdareler,Afet ve Acil Durum Yönetimi Başkanlığı,98939.0
ministries,2019,12,Genel Bütçeli İdareler,Afet ve Acil Durum Yönetimi Başkanlığı,292680.0
ministries,2019,1,Genel Bütçeli İdareler,Dışişleri Bakanlığı,307897.0
ministries,2019,2,Genel Bütçeli İdareler,Dışişleri Bakanlığı,548621.0
ministries,2019,3,Genel Bütçeli İdareler,Dışişleri Bakanlığı,241068.0
ministries,2019,4,Genel Bütçeli İdareler,Dışişleri Bakanlığı,271839.0
ministries,2019,5,Genel Bütçeli İdareler,Dışişleri Bakanlığı,305712.0
ministries,2019,6,Genel Bütçeli İdareler,Dışişleri Bakanlığı,293101.0
ministries,2019,7,Genel Bütçeli İdareler,Dışişleri Bakanlığı,439966.0
ministries,2019,8,Genel Bütçeli İdareler,Dışişleri Bakanlığı,420835.0
ministries,2019,9,Genel Bütçeli İdareler,Dışişleri Bakanlığı,257360.0
ministries,2019,10,Genel Bütçeli İdareler,Dışişleri Bakanlığı,209283.0
ministries,2019,11,Genel Bütçeli İdareler,Dışişleri Bakanlığı,620463.0
ministries,2019,12,Genel Bütçeli İdareler,Dışişleri Bakanlığı,779303.0
ministries,2019,1,Genel Bütçeli İdareler,Avrupa Birliği Başkanlığı,6202.0
ministries,2019,2,Genel Bütçeli İdareler,Avrupa Birliği Başkanlığı,483579.0
ministries,2019,3,Genel Bütçeli İdareler,Avrupa Birliği Başkanlığı,6157.0
ministries,2019,4,Genel Bütçeli İdareler,Avrupa Birliği Başkanlığı,367834.0
ministries,2019,5,Genel Bütçeli İdareler,Avrupa Birliği Başkanlığı,4353.0
ministries,2019,6,Genel Bütçeli İdareler,Avrupa Birliği Başkanlığı,9832.0
ministries,2019,7,Genel Bütçeli İdareler,Avrupa Birliği Başkanlığı,54056.0
ministries,2019,8,Genel Bütçeli İdareler,Avrupa Birliği Başkanlığı,4238.0
ministries,2019,9,Genel Bütçeli İdareler,Avrupa Birliği Başkanlığı,4603.0
ministries,2019,10,Genel Bütçeli İdareler,Avrupa Birliği Başkanlığı,5819.0
ministries,2019,11,Genel Bütçeli İdareler,Avrupa Birliği Başkanlığı,5085.0
ministries,2019,12,Genel Bütçeli İdareler,Avrupa Birliği Başkanlığı,7054.0
ministries,2019,1,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,32075080.0
ministries,2019,2,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,32173433.0
ministries,2019,3,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,33566904.0
ministries,2019,4,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,24077937.0
ministries,2019,5,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,38528633.0
ministries,2019,6,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,28729637.0
ministries,2019,7,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,27007901.0
ministries,2019,8,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,44975087.0
ministries,2019,9,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,36565023.0
ministries,2019,10,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,28094367.0
ministries,2019,11,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,28935449.0
ministries,2019,12,Genel Bütçeli İdareler,Hazine ve Maliye Bakanlığı,40216181.0
ministries,2019,1,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,383595.0
ministries,2019,2,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,286858.0
ministries,2019,3,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,283893.0
ministries,2019,4,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,290697.0
ministries,2019,5,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,289104.0
ministries,2019,6,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,282489.0
ministries,2019,7,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,330019.0
ministries,2019,8,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,344404.0
ministries,2019,9,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,333240.0
ministries,2019,10,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,323625.0
ministries,2019,11,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,335683.0
ministries,2019,12,Genel Bütçeli İdareler,Gelir İdaresi Başkanlığı,348978.0
ministries,2019,1,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu,34988.0
ministries,2019,2,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu,28577.0
ministries,2019,3,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu,26808.0
ministries,2019,4,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu,32879.0
ministries,2019,5,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu,30065.0
ministries,2019,6,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu,29394.0
ministries,2019,7,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu,33528.0
ministries,2019,8,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu,30268.0
ministries,2019,9,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu,30828.0
ministries,2019,10,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu,31168.0
ministries,2019,11,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu,49581.0
ministries,2019,12,Genel Bütçeli İdareler,Türkiye İstatistik Kurumu,32364.0
ministries,2019,1,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,9533829.0
ministries,2019,2,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,9147691.0
ministries,2019,3,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,9611721.0
ministries,2019,4,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,10530500.0
ministries,2019,5,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,10333774.0
ministries,2019,6,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,8811505.0
ministries,2019,7,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,9938879.0
ministries,2019,8,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,7749263.0
ministries,2019,9,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,8943102.0
ministries,2019,10,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,10683388.0
ministries,2019,11,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,10659080.0
ministries,2019,12,Genel Bütçeli İdareler,Milli Eğitim Bakanlığı,12213080.0
ministries,2019,1,Genel Bütçeli İdareler,Sağlık Bakanlığı,4411893.0
ministries,2019,2,Genel Bütçeli İdareler,Sağlık Bakanlığı,3511120.0
ministries,2019,3,Genel Bütçeli İdareler,Sağlık Bakanlığı,3872569.0
ministries,2019,4,Genel Bütçeli İdareler,Sağlık Bakanlığı,4137879.0
ministries,2019,5,Genel Bütçeli İdareler,Sağlık Bakanlığı,3531100.0
ministries,2019,6,Genel Bütçeli İdareler,Sağlık Bakanlığı,3252784.0
ministries,2019,7,Genel Bütçeli İdareler,Sağlık Bakanlığı,4770424.0
ministries,2019,8,Genel Bütçeli İdareler,Sağlık Bakanlığı,3747338.0
ministries,2019,9,Genel Bütçeli İdareler,Sağlık Bakanlığı,3522135.0
ministries,2019,10,Genel Bütçeli İdareler,Sağlık Bakanlığı,5190119.0
ministries,2019,11,Genel Bütçeli İdareler,Sağlık Bakanlığı,3917445.0
ministries,2019,12,Genel Bütçeli İdareler,Sağlık Bakanlığı,4048705.0
ministries,2019,1,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,223679.0
ministries,2019,2,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,418151.0
ministries,2019,3,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,223137.0
ministries,2019,4,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,238809.0
ministries,2019,5,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,132491.0
ministries,2019,6,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,193999.0
ministries,2019,7,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,199375.0
ministries,2019,8,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,150588.0
ministries,2019,9,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,148053.0
ministries,2019,10,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,228370.0
ministries,2019,11,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,207823.0
ministries,2019,12,Genel Bütçeli İdareler,Enerji ve Tabii Kaynaklar Bakanlığı,367676.0
ministries,2019,1,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,465312.0
ministries,2019,2,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,576862.0
ministries,2019,3,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,364143.0
ministries,2019,4,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,355491.0
ministries,2019,5,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,857749.0
ministries,2019,6,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,322886.0
ministries,2019,7,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,506830.0
ministries,2019,8,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,338908.0
ministries,2019,9,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,373368.0
ministries,2019,10,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,555771.0
ministries,2019,11,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,505389.0
ministries,2019,12,Genel Bütçeli İdareler,Kültür ve Turizm Bakanlığı,1189559.0
ministries,2019,1,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,8081.0
ministries,2019,2,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,6236.0
ministries,2019,3,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,5961.0
ministries,2019,4,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,6012.0
ministries,2019,5,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,6209.0
ministries,2019,6,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,6346.0
ministries,2019,7,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,6993.0
ministries,2019,8,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,7010.0
ministries,2019,9,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,6416.0
ministries,2019,10,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,7427.0
ministries,2019,11,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,7614.0
ministries,2019,12,Genel Bütçeli İdareler,Hakimler ve Savcılar Kurulu,6071.0
ministries,2019,1,Genel Bütçeli İdareler,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı",8874951.0
ministries,2019,2,Genel Bütçeli İdareler,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı",11448981.0
ministries,2019,3,Genel Bütçeli İdareler,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı",7749981.0
ministries,2019,4,Genel Bütçeli İdareler,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı",10024036.0
ministries,2019,5,Genel Bütçeli İdareler,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı",7373446.0
ministries,2019,6,Genel Bütçeli İdareler,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı",6986181.0
ministries,2019,7,Genel Bütçeli İdareler,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı",11778994.0
ministries,2019,8,Genel Bütçeli İdareler,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı",10588782.0
ministries,2019,9,Genel Bütçeli İdareler,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı",9990461.0
ministries,2019,10,Genel Bütçeli İdareler,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı",9659734.0
ministries,2019,11,Genel Bütçeli İdareler,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı",5895401.0
ministries,2019,12,Genel Bütçeli İdareler,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı",6050334.0
ministries,2019,1,Genel Bütçeli İdareler,Devlet Personel Başkanlığı,3490.0
ministries,2019,2,Genel Bütçeli İdareler,Devlet Personel Başkanlığı,2368.0
ministries,2019,3,Genel Bütçeli İdareler,Devlet Personel Başkanlığı,2292.0
ministries,2019,4,Genel Bütçeli İdareler,Devlet Personel Başkanlığı,2718.0
ministries,2019,5,Genel Bütçeli İdareler,Devlet Personel Başkanlığı,2283.0
ministries,2019,6,Genel Bütçeli İdareler,Devlet Personel Başkanlığı,2530.0
ministries,2019,7,Genel Bütçeli İdareler,Devlet Personel Başkanlığı,2833.0
ministries,2019,8,Genel Bütçeli İdareler,Devlet Personel Başkanlığı,2470.0
ministries,2019,9,Genel Bütçeli İdareler,Devlet Personel Başkanlığı,2326.0
ministries,2019,10,Genel Bütçeli İdareler,Devlet Personel Başkanlığı,2613.0
ministries,2019,11,Genel Bütçeli İdareler,Devlet Personel Başkanlığı,2375.0
ministries,2019,12,Genel Bütçeli İdareler,Devlet Personel Başkanlığı,2023.0
ministries,2019,1,Genel Bütçeli İdareler,Sanayi ve Teknoloji Bakanlığı,512789.0
ministries,2019,2,Genel Bütçeli İdareler,Sanayi ve Teknoloji Bakanlığı,978536.0
ministries,2019,3,Genel Bütçeli İdareler,Sanayi ve Teknoloji Bakanlığı,154159.0
ministries,2019,4,Genel Bütçeli İdareler,Sanayi ve Teknoloji Bakanlığı,270081.0
ministries,2019,5,Genel Bütçeli İdareler,Sanayi ve Teknoloji Bakanlığı,926526.0
ministries,2019,6,Genel Bütçeli İdareler,Sanayi ve Teknoloji Bakanlığı,84127.0
ministries,2019,7,Genel Bütçeli İdareler,Sanayi ve Teknoloji Bakanlığı,775719.0
ministries,2019,8,Genel Bütçeli İdareler,Sanayi ve Teknoloji Bakanlığı,503665.0
ministries,2019,9,Genel Bütçeli İdareler,Sanayi ve Teknoloji Bakanlığı,737587.0
ministries,2019,10,Genel Bütçeli İdareler,Sanayi ve Teknoloji Bakanlığı,895579.0
ministries,2019,11,Genel Bütçeli İdareler,Sanayi ve Teknoloji Bakanlığı,628006.0
ministries,2019,12,Genel Bütçeli İdareler,Sanayi ve Teknoloji Bakanlığı,2747310.0
ministries,2019,1,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,702839.0
ministries,2019,2,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,841123.0
ministries,2019,3,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,1014097.0
ministries,2019,4,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,408173.0
ministries,2019,5,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,282690.0
ministries,2019,6,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,272582.0
ministries,2019,7,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,565178.0
ministries,2019,8,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,1525030.0
ministries,2019,9,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,259732.0
ministries,2019,10,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,378526.0
ministries,2019,11,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,264631.0
ministries,2019,12,Genel Bütçeli İdareler,Çevre ve Şehircilik Bakanlığı,798116.0
ministries,2019,1,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,103562.0
ministries,2019,2,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,89941.0
ministries,2019,3,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,109795.0
ministries,2019,4,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,95916.0
ministries,2019,5,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,100925.0
ministries,2019,6,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,82452.0
ministries,2019,7,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,100956.0
ministries,2019,8,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,97563.0
ministries,2019,9,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,96152.0
ministries,2019,10,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,104151.0
ministries,2019,11,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,100786.0
ministries,2019,12,Genel Bütçeli İdareler,Tapu ve Kadastro Genel Müdürlüğü,94229.0
ministries,2019,1,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,1433765.0
ministries,2019,2,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,1622548.0
ministries,2019,3,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,1677145.0
ministries,2019,4,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,1775911.0
ministries,2019,5,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,1736309.0
ministries,2019,6,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,1603892.0
ministries,2019,7,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,2205430.0
ministries,2019,8,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,850640.0
ministries,2019,9,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,1459671.0
ministries,2019,10,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,1630174.0
ministries,2019,11,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,2028170.0
ministries,2019,12,Genel Bütçeli İdareler,Gençlik ve Spor Bakanlığı,2576920.0
ministries,2019,1,Genel Bütçeli İdareler,Tarım ve Orman Bakanlığı,2619005.0
ministries,2019,2,Genel Bütçeli İdareler,Tarım ve Orman Bakanlığı,7324828.0
ministries,2019,3,Genel Bütçeli İdareler,Tarım ve Orman Bakanlığı,2941842.0
ministries,2019,4,Genel Bütçeli İdareler,Tarım ve Orman Bakanlığı,930623.0
ministries,2019,5,Genel Bütçeli İdareler,Tarım ve Orman Bakanlığı,3500637.0
ministries,2019,6,Genel Bütçeli İdareler,Tarım ve Orman Bakanlığı,1421877.0
ministries,2019,7,Genel Bütçeli İdareler,Tarım ve Orman Bakanlığı,1427944.0
ministries,2019,8,Genel Bütçeli İdareler,Tarım ve Orman Bakanlığı,3730567.0
ministries,2019,9,Genel Bütçeli İdareler,Tarım ve Orman Bakanlığı,1751911.0
ministries,2019,10,Genel Bütçeli İdareler,Tarım ve Orman Bakanlığı,2554708.0
ministries,2019,11,Genel Bütçeli İdareler,Tarım ve Orman Bakanlığı,2403324.0
ministries,2019,12,Genel Bütçeli İdareler,Tarım ve Orman Bakanlığı,5489679.0
ministries,2019,1,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,22511.0
ministries,2019,2,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,144583.0
ministries,2019,3,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,19973.0
ministries,2019,4,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,65435.0
ministries,2019,5,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,19783.0
ministries,2019,6,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,16021.0
ministries,2019,7,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,19901.0
ministries,2019,8,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,19502.0
ministries,2019,9,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,17622.0
ministries,2019,10,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,22057.0
ministries,2019,11,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,26034.0
ministries,2019,12,Genel Bütçeli İdareler,Meteoroloji Genel Müdürlüğü,37835.0
ministries,2019,1,Genel Bütçeli İdareler,Ticaret Bakanlığı,309027.0
ministries,2019,2,Genel Bütçeli İdareler,Ticaret Bakanlığı,266162.0
ministries,2019,3,Genel Bütçeli İdareler,Ticaret Bakanlığı,327734.0
ministries,2019,4,Genel Bütçeli İdareler,Ticaret Bakanlığı,393511.0
ministries,2019,5,Genel Bütçeli İdareler,Ticaret Bakanlığı,300157.0
ministries,2019,6,Genel Bütçeli İdareler,Ticaret Bakanlığı,236649.0
ministries,2019,7,Genel Bütçeli İdareler,Ticaret Bakanlığı,383786.0
ministries,2019,8,Genel Bütçeli İdareler,Ticaret Bakanlığı,211448.0
ministries,2019,9,Genel Bütçeli İdareler,Ticaret Bakanlığı,606872.0
ministries,2019,10,Genel Bütçeli İdareler,Ticaret Bakanlığı,676575.0
ministries,2019,11,Genel Bütçeli İdareler,Ticaret Bakanlığı,487924.0
ministries,2019,12,Genel Bütçeli İdareler,Ticaret Bakanlığı,918490.0
ministries,2019,1,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,14633255.0
ministries,2019,2,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,1475597.0
ministries,2019,3,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,2164160.0
ministries,2019,4,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,2953439.0
ministries,2019,5,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,1257059.0
ministries,2019,6,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,994551.0
ministries,2019,7,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,6062658.0
ministries,2019,8,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,3279212.0
ministries,2019,9,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,802860.0
ministries,2019,10,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,388304.0
ministries,2019,11,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,3829982.0
ministries,2019,12,Genel Bütçeli İdareler,Ulaştırma ve Altyapı Bakanlığı,7793900.0
balance,2020,1,Harcamalar,Harcamalar,100668904.0
balance,2020,2,Harcamalar,Harcamalar,93498766.0
balance,2020,3,Harcamalar,Harcamalar,91161877.0
balance,2020,4,Harcamalar,Harcamalar,108443227.0
balance,2020,5,Harcamalar,Harcamalar,85446203.0
balance,2020,6,Harcamalar,Harcamalar,85642670.0
balance,2020,7,Harcamalar,Harcamalar,116225366.0
balance,2020,8,Harcamalar,Harcamalar,80345263.0
balance,2020,9,Harcamalar,Harcamalar,108580487.0
balance,2020,10,Harcamalar,Harcamalar,97658194.0
balance,2020,11,Harcamalar,Harcamalar,96315948.0
balance,2020,12,Harcamalar,Harcamalar,139750230.0
balance,2020,1,Harcamalar,1-Faiz Hariç Harcama,87923630.0
balance,2020,2,Harcamalar,1-Faiz Hariç Harcama,79336321.0
balance,2020,3,Harcamalar,1-Faiz Hariç Harcama,79821551.0
balance,2020,4,Harcamalar,1-Faiz Hariç Harcama,91395511.0
balance,2020,5,Harcamalar,1-Faiz Hariç Harcama,75782265.0
balance,2020,6,Harcamalar,1-Faiz Hariç Harcama,79345358.0
balance,2020,7,Harcamalar,1-Faiz Hariç Harcama,107769183.0
balance,2020,8,Harcamalar,1-Faiz Hariç Harcama,68444059.0
balance,2020,9,Harcamalar,1-Faiz Hariç Harcama,92371031.0
balance,2020,10,Harcamalar,1-Faiz Hariç Harcama,85900653.0
balance,2020,11,Harcamalar,1-Faiz Hariç Harcama,86824393.0
balance,2020,12,Harcamalar,1-Faiz Hariç Harcama,134860871.0
balance,2020,1,Harcamalar,Personel Giderleri,29222300.0
balance,2020,2,Harcamalar,Personel Giderleri,22920361.0
balance,2020,3,Harcamalar,Personel Giderleri,23671043.0
balance,2020,4,Harcamalar,Personel Giderleri,23915439.0
balance,2020,5,Harcamalar,Personel Giderleri,23302542.0
balance,2020,6,Harcamalar,Personel Giderleri,22912907.0
balance,2020,7,Harcamalar,Personel Giderleri,25771294.0
balance,2020,8,Harcamalar,Personel Giderleri,23034931.0
balance,2020,9,Harcamalar,Personel Giderleri,25696911.0
balance,2020,10,Harcamalar,Personel Giderleri,24344970.0
balance,2020,11,Harcamalar,Personel Giderleri,24902500.0
balance,2020,12,Harcamalar,Personel Giderleri,18089517.0
balance,2020,1,Harcamalar,Sosyal Güv.Kur. Devlet Primi,4918223.0
balance,2020,2,Harcamalar,Sosyal Güv.Kur. Devlet Primi,3890770.0
balance,2020,3,Harcamalar,Sosyal Güv.Kur. Devlet Primi,3961612.0
balance,2020,4,Harcamalar,Sosyal Güv.Kur. Devlet Primi,3829329.0
balance,2020,5,Harcamalar,Sosyal Güv.Kur. Devlet Primi,3875021.0
balance,2020,6,Harcamalar,Sosyal Güv.Kur. Devlet Primi,3786282.0
balance,2020,7,Harcamalar,Sosyal Güv.Kur. Devlet Primi,4065083.0
balance,2020,8,Harcamalar,Sosyal Güv.Kur. Devlet Primi,3879203.0
balance,2020,9,Harcamalar,Sosyal Güv.Kur. Devlet Primi,4104261.0
balance,2020,10,Harcamalar,Sosyal Güv.Kur. Devlet Primi,3982193.0
balance,2020,11,Harcamalar,Sosyal Güv.Kur. Devlet Primi,4106876.0
balance,2020,12,Harcamalar,Sosyal Güv.Kur. Devlet Primi,3894950.0
balance,2020,1,Harcamalar,Mal ve Hizmet Alımları,4077971.0
balance,2020,2,Harcamalar,Mal ve Hizmet Alımları,7531754.0
balance,2020,3,Harcamalar,Mal ve Hizmet Alımları,6732740.0
balance,2020,4,Harcamalar,Mal ve Hizmet Alımları,6650156.0
balance,2020,5,Harcamalar,Mal ve Hizmet Alımları,5226714.0
balance,2020,6,Harcamalar,Mal ve Hizmet Alımları,5368278.0
balance,2020,7,Harcamalar,Mal ve Hizmet Alımları,6292723.0
balance,2020,8,Harcamalar,Mal ve Hizmet Alımları,5560980.0
balance,2020,9,Harcamalar,Mal ve Hizmet Alımları,7574581.0
balance,2020,10,Harcamalar,Mal ve Hizmet Alımları,8555017.0
balance,2020,11,Harcamalar,Mal ve Hizmet Alımları,11108280.0
balance,2020,12,Harcamalar,Mal ve Hizmet Alımları,22292105.0
balance,2020,1,Harcamalar,Cari Transferler,37077548.0
balance,2020,2,Harcamalar,Cari Transferler,37193370.0
balance,2020,3,Harcamalar,Cari Transferler,39465569.0
balance,2020,4,Harcamalar,Cari Transferler,51485461.0
balance,2020,5,Harcamalar,Cari Transferler,35422219.0
balance,2020,6,Harcamalar,Cari Transferler,38484930.0
balance,2020,7,Harcamalar,Cari Transferler,58865107.0
balance,2020,8,Harcamalar,Cari Transferler,30658934.0
balance,2020,9,Harcamalar,Cari Transferler,44605022.0
balance,2020,10,Harcamalar,Cari Transferler,38088514.0
balance,2020,11,Harcamalar,Cari Transferler,34109852.0
balance,2020,12,Harcamalar,Cari Transferler,52606185.0
balance,2020,1,Harcamalar,Sermaye Giderleri,9183153.0
balance,2020,2,Harcamalar,Sermaye Giderleri,3093696.0
balance,2020,3,Harcamalar,Sermaye Giderleri,3837553.0
balance,2020,4,Harcamalar,Sermaye Giderleri,3659366.0
